location,lat,lon,country,file
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Maui,20.77024,-156.26816,us,194
Oahu,21.43333,-157.96667,us,194
Pearl Harbor,21.3527,-157.96962,us,194
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Oahu,21.43333,-157.96667,us,194
Hawaii,20.78785,-156.38612,us,194
Hawaii,20.78785,-156.38612,us,194
Idaho,44.5002,-114.25118,us,194
Utah,39.25024,-111.75103,us,194
Colorado,39.00027,-105.50083,us,194
Honolulu,21.30694,-157.85833,us,194
Lahaina,20.87429,-156.67663,us,194
Honolulu,21.30694,-157.85833,us,194
United States,39.76,-98.5,us,194
Hawaii,20.78785,-156.38612,us,194
Western US,39.76,-98.5,us,194
US,39.76,-98.5,us,194
Canada,60.10867,-113.64258,ca,194
Japan,35.68536,139.75309,jp,194
Washington,47.50012,-120.50147,us,194
California,37.25022,-119.75126,us,194
Colombia,4.0,-73.25,co,195
Mexico,23.0,-102.0,mx,195
Latin American,-14.60485,-57.65625,nan,195
St. Louis,38.64068,-90.44341,us,195
American,39.76,-98.5,us,195
Ciudad Juarez,31.72024,-106.46084,mx,195
American,39.76,-98.5,us,195
Mexico,23.0,-102.0,mx,195
Mexico,23.0,-102.0,mx,195
Mexico,23.0,-102.0,mx,195
Mexico,23.0,-102.0,mx,195
Mexico,23.0,-102.0,mx,195
US,39.76,-98.5,us,195
Bogota,4.60971,-74.08175,co,195
New York City,40.71427,-74.00597,us,195
Latin America,-14.60485,-57.65625,nan,195
Colombia,4.0,-73.25,co,195
United States,39.76,-98.5,us,195
United States,39.76,-98.5,us,195
United States,39.76,-98.5,us,195
West Virginia,38.50038,-80.50009,us,196
Kentucky,38.20042,-84.87762,us,196
Arizona,34.5003,-111.50098,us,196
West Virginia,38.50038,-80.50009,us,196
U.S.,39.76,-98.5,us,196
Capitol,35.49228,-97.50337,us,196
Kentucky,38.20042,-84.87762,us,196
Arizona,34.5003,-111.50098,us,196
Tulsa,36.15398,-95.99277,us,196
Oklahoma,35.49209,-97.50328,us,196
Oklahoma City,35.46756,-97.51643,us,196
OKLAHOMA CITY,35.46756,-97.51643,us,196
Capitol,35.49228,-97.50337,us,196
Greece,39.0,22.0,gr,197
Portugal,39.6945,-8.13057,pt,197
Orange County,33.78779,-117.85311,us,197
Orange County,33.78779,-117.85311,us,197
Toomevara,52.84972,-8.03222,ie,198
Ardcroney,52.93222,-8.15722,ie,198
Ballina,54.11667,-9.16667,ie,198
Newport,53.88508,-9.54526,ie,198
Cloughjordan,52.94028,-8.03556,ie,198
Portroe,52.8825,-8.35028,ie,198
Nenagh,52.86194,-8.19667,ie,198
Nenagh Municipal District,52.86194,-8.19667,ie,198
Nenagh,52.86194,-8.19667,ie,198
Nenagh,52.86194,-8.19667,ie,198
Peru,-10.0,-75.25,pe,200
South America,-14.60485,-57.65625,nan,200
Peru,-10.0,-75.25,pe,200
Calif.,37.25022,-119.75126,us,200
Peruvian,-10.0,-75.25,pe,200
PLEASANTON,37.66243,-121.87468,us,200
Texas,31.25044,-99.25061,us,201
New Mexico,34.50034,-106.00085,us,201
Arizona,34.5003,-111.50098,us,201
Mexico,23.0,-102.0,mx,201
Mexico,23.0,-102.0,mx,201
Mexico,23.0,-102.0,mx,201
Heathrow,51.47115,-0.45649,gb,202
London,51.50853,-0.12574,gb,202
Kansas City,39.09973,-94.57857,us,202
Japan,35.68536,139.75309,jp,202
Air Canada Cargo,45.467263,-73.776689,ca,202
Heathrow Animal Reception Center,51.45589,-0.455783,gb,202
Clarinda,40.73981,-95.038,us,206
Iowa,42.00027,-93.50049,us,206
Iowa,42.00027,-93.50049,us,206
2700 North Fourth Street,41.019808,-95.227941,us,206
Montgomery County History Center,41.019808,-95.227941,us,206
Red Oak,41.00972,-95.22555,us,206
Red Oak,41.00972,-95.22555,us,206
Red Oak,41.00972,-95.22555,us,206
America,39.76,-98.5,us,206
Des Moines,41.60054,-93.60911,us,206
UK,54.75844,-2.69531,gb,207
Bank of England,51.51407,-0.08843,gb,207
Kenya,1.0,38.0,ke,208
Kenya,1.0,38.0,ke,208
NAIROBI,-1.28333,36.83333,ke,208
Iraq,33.0,44.0,iq,209
Syria,35.0,38.0,sy,209
Syria,35.0,38.0,sy,209
Syria,35.0,38.0,sy,209
Syria,35.0,38.0,sy,209
Syria,35.0,38.0,sy,209
U.S.,39.76,-98.5,us,209
WASHINGTON,38.89511,-77.03637,us,209
Maiduguri,11.83537,13.15166,ng,210
Borno State,11.5,13.0,ng,210
WINNIPEG,49.8844,-97.14704,ca,212
Pacific Ocean,3.51342,-132.1875,nan,213
Pacific,3.51342,-132.1875,nan,213
Colorado State,39.00027,-105.50083,us,213
Atlantic,10.0,-25.0,nan,213
Atlantic,10.0,-25.0,nan,213
Atlantic,10.0,-25.0,nan,213
Pacific,3.51342,-132.1875,nan,213
Atlantic,40.0,-40.0,nan,213
Atlantic,10.0,-25.0,nan,213
Atlantic,10.0,-25.0,nan,213
Atlantic,10.0,-25.0,nan,213
Atlantic,10.0,-25.0,nan,213
US,39.76,-98.5,us,213
United States,39.76,-98.5,us,213
United States,39.76,-98.5,us,213
Colorado State University,40.57478,-105.08061,us,213
British,54.75844,-2.69531,gb,214
Silverstone,52.07357,-1.0219,gb,214
Thruxton,51.20914,-1.59971,gb,214
Brands Hatch,51.36182,0.26299,gb,214
Hampshire,51.0,-1.25,gb,214
Andover,51.21135,-1.49393,gb,214
City Hall,33.749,-84.39048,us,216
ATLANTA,33.749,-84.38798,us,216
United States,39.76,-98.5,us,216
New York City,40.71427,-74.00597,us,216
Lagos,6.45407,3.39467,ng,217
Terra Kulture,6.425021,3.426811,ng,217
Saint Lucian,13.88333,-60.96667,lc,218
Pointe Sable Environmental Protection Area,13.73181,-60.93751,lc,218
A429,52.021,-1.6864,gb,220
Cirencester,51.71927,-1.97145,gb,220
Cirencester,51.71927,-1.97145,gb,220
Cirencester,51.71927,-1.97145,gb,220
Cirencester,51.71927,-1.97145,gb,220
Air Balloon,51.843347,-2.096459,gb,220
Air Balloon,51.843347,-2.096459,gb,220
Air Balloon,51.843347,-2.096459,gb,220
Air Balloon,51.843347,-2.096459,gb,220
A417,51.7463,-1.981,gb,220
A417,51.7463,-1.981,gb,220
A417,51.7463,-1.981,gb,220
A40,51.8782,-2.0308,gb,220
A436,51.8782,-2.0308,gb,220
A429,52.021,-1.6864,gb,220
Cheltenham,51.90006,-2.07972,gb,220
Gloucester,51.86568,-2.2431,gb,220
St George’s Chapel,51.483719,-0.606994,gb,221
Windsor Castle,51.48365,-0.60502,gb,221
Eastern Cape,-32.0,26.0,za,222
Eastern Cape,-32.0,26.0,za,222
Cape Town,-33.92584,18.42322,za,222
Cape Town,-33.92584,18.42322,za,222
Khayelitsha,-34.03932,18.67916,za,222
Delft,-33.98918,18.6271,za,222
Khayelitsha,-34.03932,18.67916,za,222
Karl Bremer Hospital,-33.891578,18.607474,za,222
Delft,-33.98918,18.6271,za,222
Jamaica,18.16667,-77.25,jm,223
Ainsworth Parade,54.606021,-5.961756,gb,224
Shankill,54.6025,-5.95056,gb,224
Belfast Magistrate’s Court,54.598055,-5.923481,gb,224
McCandless Street,54.609658,-5.951474,gb,224
Lexington,42.44732,-71.2245,us,225
Hawaii,20.78785,-156.38612,us,225
Europe,48.69096,9.14062,nan,225
Massachusetts,42.36565,-71.10832,us,225
Massachusetts,42.36565,-71.10832,us,225
Massachusetts,42.36565,-71.10832,us,225
Boston,42.35843,-71.05977,us,225
Boston,42.35843,-71.05977,us,225
BOSTON,42.35843,-71.05977,us,225
Michigan,44.25029,-85.50033,us,226
US,39.76,-98.5,us,226
Florida,28.75054,-82.5001,us,227
Louisiana,31.00047,-92.0004,us,227
Nevada,39.25021,-116.75119,us,227
Guam,13.47861,144.81834,gu,227
Alaska,64.00028,-150.00028,us,227
Hawaii,20.78785,-156.38612,us,227
Hawaii,20.78785,-156.38612,us,227
Thailand,15.5,101.0,th,227
Minneapolis,44.97997,-93.26384,us,227
Super Bowl 52,44.973584,-93.257654,us,227
Saipan,15.21233,145.7545,mp,227
Guam,13.47861,144.81834,gu,227
"Washington, D.C.",38.91706,-77.00025,us,227
Saipan,15.21233,145.7545,mp,227
Washington,47.50012,-120.50147,us,227
Washington,47.50012,-120.50147,us,227
Wash.,47.50012,-120.50147,us,227
Washington,47.50012,-120.50147,us,227
CAMP MURRAY,47.11565,-122.56429,us,227
La.,31.00047,-92.0004,us,228
Slidell,30.27519,-89.78117,us,228
Europe,48.69096,9.14062,nan,229
UK,54.75844,-2.69531,gb,231
UK,54.75844,-2.69531,gb,231
Washington,38.89511,-77.03637,us,232
Washington,38.89511,-77.03637,us,232
Washington,38.89511,-77.03637,us,232
OAS,38.89261,-77.03998,us,232
Trinidad,11.0,-61.0,tt,232
T&T,11.0,-61.0,tt,232
Asia,29.84064,89.29688,nan,235
US,39.76,-98.5,us,235
US,39.76,-98.5,us,235
Kuala Lumpur,3.1412,101.68653,my,235
New York,40.71427,-74.00597,us,236
Detroit,42.33143,-83.04575,us,236
West Palm Beach,26.71534,-80.05337,us,236
Miami,25.77427,-80.19366,us,236
Los Angeles,34.05223,-118.24368,us,236
Los Angeles,34.05223,-118.24368,us,236
LOS ANGELES,34.05223,-118.24368,us,236
New York City,40.71427,-74.00597,us,237
Newark,40.73566,-74.17237,us,237
U.S.,39.76,-98.5,us,237
Newark,40.73566,-74.17237,us,237
New Jersey,40.16706,-74.49987,us,237
New Jersey,40.16706,-74.49987,us,237
Aughadreena NS,53.935049,-7.219736,ie,238
Courthouse Ballyjamesduff,53.864166,-7.205798,ie,238
Percy French Hotel,53.864019,-7.205249,ie,238
Ramor Theatre,53.833945,-7.080542,ie,238
Cavan,53.91667,-7.25,ie,238
Cavan Institute,53.999796,-7.359383,ie,238
Crossdoney Presbyterian Hall,53.955866,-7.440877,ie,238
Ballinagh Community Centre,53.92992,-7.409627,ie,238
Cavan Institute,54.000326,-7.357722,ie,238
Ireland,53.0,-8.0,ie,238
Cavan Town Hall,53.991139,-7.36202,ie,238
Virginia,53.83389,-7.07556,ie,238
Ballyjamesduff,53.86528,-7.20278,ie,238
West Wing,38.89704,-77.03655,us,239
U.S.,39.76,-98.5,us,239
California,37.25022,-119.75126,us,239
Mexico,23.0,-102.0,mx,239
WASHINGTON,38.89511,-77.03637,us,239
Mexican,23.0,-102.0,mx,239
White House,38.89704,-77.03655,us,239
West Wing,38.89704,-77.03655,us,239
Oval Office,38.89704,-77.03655,us,239
Florida,28.75054,-82.5001,us,239
West Wing,38.89704,-77.03655,us,239
White House,38.89704,-77.03655,us,239
Trump Tower,40.7625,-73.97444,us,239
Trump Tower,40.7625,-73.97444,us,239
White House,38.89704,-77.03655,us,239
TORONTO,43.70011,-79.4163,ca,241
Toronto,43.70011,-79.4163,ca,241
Toronto,43.70011,-79.4163,ca,241
TORONTO,43.70011,-79.4163,ca,241
Wyoming,43.00024,-107.5009,us,242
WASHINGTON,38.89511,-77.03637,us,242
Congress,38.88983,-77.00887,us,243
Washington,38.89511,-77.03637,us,243
McLean County,37.52919,-87.26361,us,244
Muhlenberg County,37.21579,-87.14204,us,244
Ohio County,37.47819,-86.84889,us,244
Pike County,37.46902,-82.39587,us,244
Daviess County,37.73177,-87.08723,us,244
Kentucky,38.20042,-84.87762,us,244
Kentucky,38.20042,-84.87762,us,244
Cyber Tech,25.065727,-77.335934,bs,245
Bains and Grants Town,25.05823,-77.34306,bs,245
Bains and Grants Town,25.05823,-77.34306,bs,245
Bains and Grants Town,25.05823,-77.34306,bs,245
Bains and Grants Town,25.05823,-77.34306,bs,245
Azerbaijan,40.5,47.5,az,246
Azerbaijan,40.5,47.5,az,246
Georgia,41.99998,43.4999,ge,246
Georgia,41.99998,43.4999,ge,246
Armenia,40.25,45.0,am,246
Nagorno-Karabakh Republic,40.0,46.58333,az,246
Bosnia and Herzegovina,44.25,17.83333,ba,247
Russian,60.0,100.0,ru,247
European,48.69096,9.14062,nan,247
European,48.69096,9.14062,nan,247
European,48.69096,9.14062,nan,247
Western,50.21909,7.42676,nan,247
Western,50.21909,7.42676,nan,247
Italy,42.83333,12.83333,it,247
Slovakia,48.66667,19.5,sk,247
Austria,47.33333,13.33333,at,247
Greece,39.0,22.0,gr,247
Cyprus,35.0,33.0,cy,247
Germany,51.5,10.5,de,247
France,46.0,2.0,fr,247
British,54.75844,-2.69531,gb,247
Soviet Union,60.0,100.0,ru,247
North America,54.77535,-105.64453,nan,248
Thailand,15.5,101.0,th,248
Asia,29.84064,89.29688,nan,248
Asia,29.84064,89.29688,nan,248
Europe,48.69096,9.14062,nan,248
Brazil,-10.0,-55.0,br,248
India,22.0,79.0,in,248
China,35.0,105.0,cn,248
China,35.0,105.0,cn,248
China,35.0,105.0,cn,248
Turkey,39.0,35.0,tr,248
Abu Dhabi,24.46667,54.36667,ae,248
Indonesia,-5.0,120.0,id,248
Anfield,53.4308,-2.9611,gb,249
Switzerland,47.00016,8.01427,ch,249
UK,54.75844,-2.69531,gb,249
Anfield,53.4308,-2.9611,gb,249
Salt + Smoke,38.656076,-90.305145,us,250
Missouri,38.25031,-92.50046,us,250
Lemay,38.53339,-90.27928,us,250
St. Louis,38.62727,-90.19789,us,250
St. Louis Hills,38.62727,-90.19789,us,250
ST. LOUIS,38.62727,-90.19789,us,250
500 block of Jeffords,38.532543,-90.286071,us,250
Hampton Avenue,38.598927,-90.292476,us,250
Awabakal,-32.9985,151.7179,au,251
Glenrock,-32.9652,151.7179,au,251
Glenrock Lagoon,-32.9618,151.7337,au,251
Glenrock Lagoon,-32.9618,151.7337,au,251
Glenrock,-32.9652,151.7179,au,251
Glenrock State Conservation Area,-32.9652,151.7179,au,251
Summit of the Americas,-12.04318,-77.02824,pe,252
Peru,-10.0,-75.25,pe,252
Washington,38.89511,-77.03637,us,252
America,39.76,-98.5,us,252
Washington,38.89511,-77.03637,us,252
U.S.,39.76,-98.5,us,252
Quebec City,46.81228,-71.21454,ca,252
Malaysia,2.5,112.5,my,253
Washington,38.89511,-77.03637,us,253
Kuala Lumpur,3.1412,101.68653,my,253
Gulf,27.0,51.0,nan,254
Yemen,15.5,47.5,ye,254
Riyadh,24.68773,46.72185,sa,254
US,39.76,-98.5,us,254
Middle East,33.13906,35.85869,nan,254
Saudi Arabia,25.0,45.0,sa,255
Houston,29.76328,-95.36327,us,255
Congress,38.88983,-77.00887,us,255
West Coast,38.78072,-122.49639,us,255
U.S.,39.76,-98.5,us,255
United States,39.76,-98.5,us,255
U.S.,39.76,-98.5,us,255
Washington,38.89511,-77.03637,us,255
Washington,38.89511,-77.03637,us,255
WASHINGTON,38.89511,-77.03637,us,255
Riyadh,24.68773,46.72185,sa,255
New York,40.71427,-74.00597,us,255
Saudi Arabia,25.0,45.0,sa,255
Yemen,15.5,47.5,ye,255
Yemen,15.5,47.5,ye,255
Boston,42.35843,-71.05977,us,255
West,50.21909,7.42676,nan,255
Middle East,33.13906,35.85869,nan,255
Md.,39.00039,-76.74997,us,256
SEVERN,39.13705,-76.6983,us,256
Md.,39.00039,-76.74997,us,256
Severn,39.13705,-76.6983,us,256
Azerbaijan,40.5,47.5,az,257
Azerbaijan,40.5,47.5,az,257
Azerbaijan,40.5,47.5,az,257
Azerbaijani,40.5,47.5,az,257
Baku,40.37767,49.89201,az,257
Azerbaijan,40.5,47.5,az,257
Baku,40.37767,49.89201,az,257
BC,53.99983,-125.0032,ca,258
BC,49.49985,-117.28553,ca,258
BC,49.49985,-117.28553,ca,258
Creston,49.09987,-116.50211,ca,258
Nelson,49.49985,-117.28553,ca,258
Nelson,49.49985,-117.28553,ca,258
Nelson,49.49985,-117.28553,ca,258
Nelson,49.49985,-117.28553,ca,258
401 - 333 Victoria St.,49.490844,-117.294749,ca,258
Castlegar,49.29984,-117.66894,ca,258
Nashville,36.16589,-86.78444,us,260
Crossroads Correctional Center,48.50189,-111.8934,us,260
Shelby,48.50526,-111.85697,us,260
Mont.,47.00025,-109.75102,us,260
HELENA,46.59271,-112.03611,us,260
Tennessee,35.75035,-86.25027,us,260
United States,39.76,-98.5,us,261
Loyola University,33.97087,-118.4187,us,263
Los Angeles,34.05223,-118.24368,us,263
U.S.,39.76,-98.5,us,263
West Virginia,38.50038,-80.50009,us,263
California,37.25022,-119.75126,us,263
New Delhi,28.63576,77.22445,in,264
India,22.0,79.0,in,264
India,22.0,79.0,in,264
India,22.0,79.0,in,264
Indian,22.0,79.0,in,264
Kasba Bonli,26.311345,76.246723,in,264
India,22.0,79.0,in,264
Kasba Bonli,26.311345,76.246723,in,264
Kasba Bonli,26.311345,76.246723,in,264
Kasba Bonli,26.311345,76.246723,in,264
Rajasthan,26.58333,73.83333,in,264
Rajasthan,26.58333,73.83333,in,264
Rajasthan,26.58333,73.83333,in,264
Rajasthan,26.58333,73.83333,in,264
Atlantic Avenue,33.580982,-79.005317,us,265
Charlotte,35.22709,-80.84313,us,265
Garden City,33.59295,-79.00865,us,265
Surfside,33.606,-78.97309,us,265
SC,34.00043,-81.00009,us,265
Garden City,33.59295,-79.00865,us,265
HORRY COUNTY,33.90448,-78.97615,us,265
Mauritius,-20.3,57.58333,mu,266
Mauritius,-20.3,57.58333,mu,266
Goodlands,-20.035,57.64306,mu,266
Farmers Service Centre,-20.04235,57.655038,mu,266
Kolkata,22.56263,88.36304,in,267
India,22.0,79.0,in,267
KOLKATA,22.56263,88.36304,in,267
Airport Courthouse,33.928218,-118.371353,us,268
N. Bedford Drive,34.072903,-118.41191,us,268
Beverly Hills,34.07362,-118.40036,us,268
LOS ANGELES,34.05223,-118.24368,us,268
University of St. Thomas,29.73836,-95.39164,us,269
Houston,29.76328,-95.36327,us,269
Texas,31.25044,-99.25061,us,269
United States,39.76,-98.5,us,269
China,35.0,105.0,cn,269
China,35.0,105.0,cn,269
China,35.0,105.0,cn,269
United States,39.76,-98.5,us,269
Cuyahoga County,41.47875,-81.67786,us,270
MetroHealth Medical Center,41.46177,-81.69664,us,270
MetroHealth Medical Center,41.46177,-81.69664,us,270
Japan,35.68536,139.75309,jp,271
Japan,35.68536,139.75309,jp,271
Syria,35.0,38.0,sy,272
Kasserine,35.25,8.78333,tn,272
Iraq,33.0,44.0,iq,272
Tunisia,34.0,9.0,tn,272
Sirte,31.20892,16.58866,ly,272
Misrata,32.37535,15.09254,ly,272
Gabès,33.88146,10.0982,tn,272
Tunisia,34.0,9.0,tn,272
Tunisian,34.0,9.0,tn,272
Tunis,36.81897,10.16579,tn,272
Tunis,36.81897,10.16579,tn,272
Tunisia,34.0,9.0,tn,272
North Africa,32.95337,9.97559,nan,272
North Africa,32.95337,9.97559,nan,272
Libya,28.0,17.0,ly,272
Libya,28.0,17.0,ly,272
Brussels,50.85045,4.34878,be,272
Libya,28.0,17.0,ly,272
Libya,28.0,17.0,ly,272
Libya,28.0,17.0,ly,272
Libya,28.0,17.0,ly,272
North Africa,32.95337,9.97559,nan,272
North Africa,32.95337,9.97559,nan,272
Tunisia,34.0,9.0,tn,272
Tunisia,34.0,9.0,tn,272
Tunisia,34.0,9.0,tn,272
Mount Chaambi,32.59696,4.87005,dz,272
America,46.07323,-100.54688,nan,274
Berkshire,51.5,-1.25,gb,274
Thames Valley,51.46117,-0.93083,gb,274
WASHINGTON,38.89511,-77.03637,us,275
West Virginia,38.50038,-80.50009,us,275
California,37.25022,-119.75126,us,275
Mexico,23.0,-102.0,mx,275
SAN DIEGO,32.71571,-117.16472,us,275
N.M.,34.50034,-106.00085,us,275
N.M.,34.50034,-106.00085,us,275
ALBUQUERQUE,35.08449,-106.65114,us,275
ALBUQUERQUE,35.08449,-106.65114,us,275
Finland,64.0,26.0,fi,276
Espoo,60.2052,24.6522,fi,276
Europe,48.69096,9.14062,nan,276
Northern Europe,61.68987,2.90039,nan,276
Finland,64.0,26.0,fi,276
Europe,48.69096,9.14062,nan,276
Europe,48.69096,9.14062,nan,276
European,48.69096,9.14062,nan,276
Russia,60.0,100.0,ru,277
Slovenia,46.08333,15.0,si,277
Russia,60.0,100.0,ru,277
Moscow,55.76167,37.60667,ru,277
Russia,60.0,100.0,ru,277
Iraq,33.0,44.0,iq,277
Moscow,55.76167,37.60667,ru,277
EU,50.83857,4.37599,nan,277
Point Peron,-32.2665,115.68731,au,278
Woodman Point,-32.15,115.76667,au,278
Woodman Point,-32.15,115.76667,au,278
WA,-25.0,122.0,au,278
Safety Bay,-32.30463,115.74213,au,278
Cape Peron,-32.2665,115.68731,au,278
Rockingham,-32.27682,115.72978,au,278
State,41.881984,-87.627897,us,279
Northwestern Memorial Hospital,41.89457,-87.62141,us,279
North State Street,41.882051,-87.627826,us,279
Hubbard,41.890137,-87.657012,us,279
Grand,41.89176,-87.628148,us,279
State,41.89176,-87.628148,us,279
Park Ridge,42.012183,-87.842193,us,279
Near North Side,41.90003,-87.6345,us,279
South Ingleside Avenue,41.760517,-87.601751,us,279
River North,41.892917,-87.633401,us,279
Roraima,2.25,-61.25,br,280
Boa Vista,2.81972,-60.67333,br,280
Palais des Nations,46.22652,6.14063,ch,280
Venezuela,8.0,-66.0,ve,280
Brazil,-10.0,-55.0,br,280
Brazil,-10.0,-55.0,br,280
Brazil,-10.0,-55.0,br,280
Brazil,-10.0,-55.0,br,280
Geneva,46.20222,6.14569,ch,280
Brazil,-10.0,-55.0,br,280
Minnesota,46.25024,-94.25055,us,281
Saint Croix County,45.03407,-92.45278,us,281
Wis.,44.50024,-90.00041,us,281
WAUSAU,44.95914,-89.63012,us,281
NewsChannel 7,44.946846,-89.622126,us,281
Ukraine,49.0,32.0,ua,282
EU,48.69096,9.14062,nan,282
Ukraine,49.0,32.0,ua,282
Ukraine,49.0,32.0,ua,282
Ukraine,49.0,32.0,ua,282
U.S.,39.76,-98.5,us,282
Nigeria,10.0,8.0,ng,283
Nigeria,10.0,8.0,ng,283
Nigeria,10.0,8.0,ng,283
Nigeria,10.0,8.0,ng,283
Nigeria,10.0,8.0,ng,283
Abuja,9.05785,7.49508,ng,283
Lagos,6.45407,3.39467,ng,283
Calif.,37.25022,-119.75126,us,284
Dallas,32.78306,-96.80667,us,284
DALLAS,32.78306,-96.80667,us,284
Latin,-14.60485,-57.65625,nan,284
OAKLAND,37.80437,-122.2708,us,284
HOUSTON,29.76328,-95.36327,us,284
Miami-Dade,25.60897,-80.49867,us,285
Miami-Dade County,25.60897,-80.49867,us,285
Kendale Lakes Elementary School,25.69538,-80.42561,us,285
London,51.50853,-0.12574,gb,286
Harare,-17.82772,31.05337,zw,286
Zimbabwe,-19.0,29.75,zw,286
London,51.50853,-0.12574,gb,286
London,51.50853,-0.12574,gb,286
Harare,-17.82772,31.05337,zw,286
Zimbabwe,-19.0,29.75,zw,286
UK,54.75844,-2.69531,gb,286
UK,54.75844,-2.69531,gb,286
UK,54.75844,-2.69531,gb,286
UK,54.75844,-2.69531,gb,286
British,54.75844,-2.69531,gb,286
Britain,54.75844,-2.69531,gb,286
European,48.69096,9.14062,nan,287
Gothenburg,57.70716,11.96679,se,287
Sweden,62.0,15.0,se,287
Brasoc,45.66002,25.60002,ro,287
Sweden,62.0,15.0,se,287
Hamburg,53.57532,10.01534,de,287
Mannheim,49.4891,8.46694,de,287
Copenhagen,55.67594,12.56553,dk,287
Barclays Center,40.6813,-73.98459,us,288
Fredericton,45.94541,-66.66558,ca,290
Wilson's Farm,46.035575,-66.725687,ca,290
Kingsley Road,46.035575,-66.725687,ca,290
N.B.,46.5001,-65.99878,ca,290
Estey's Bridge,46.078762,-66.721889,ca,290
South Korea,36.5,127.75,kr,291
South Korean,36.5,127.75,kr,291
South Korea,36.5,127.75,kr,291
Seoul Central District Court,37.496017,127.011316,kr,291
South Korea,36.5,127.75,kr,291
SEOUL,37.566,126.9784,kr,291
India,22.0,79.0,in,292
China,35.0,105.0,cn,292
Europe,48.69096,9.14062,nan,292
Latin America,-14.60485,-57.65625,nan,292
Turkey,39.0,35.0,tr,292
Suwon,37.29111,127.00889,kr,295
Incheon,37.45646,126.70515,kr,295
Jamsil Stadium,37.512307,127.07232,kr,295
Seoul,37.566,126.9784,kr,295
Seoul,37.566,126.9784,kr,295
South Korea,36.5,127.75,kr,295
South Korea,36.5,127.75,kr,295
South Korea,36.5,127.75,kr,295
China,35.0,105.0,cn,295
China,35.0,105.0,cn,295
Yorkshire,53.93264,-1.28712,gb,296
Snetterton,52.47985,0.94448,gb,296
Snetterton,52.47985,0.94448,gb,296
Norfolk,52.66667,1.0,gb,296
Hampshire,51.0,-1.25,gb,296
Cheshire,53.16352,-2.73595,gb,296
Oulton Park,53.17883,-2.61702,gb,296
Croft,54.46581,-1.58167,gb,296
Rockingham,52.51409,-0.72412,gb,296
Northamptonshire,52.25,-0.83333,gb,296
Donington Park,52.82843,-1.37254,gb,296
Thruxton,51.20871,-1.58426,gb,296
Kent,51.16667,0.66667,gb,296
Leicestershire,52.66667,-1.0,gb,296
Kent,51.16667,0.66667,gb,296
Kent,51.16667,0.66667,gb,296
Brands Hatch,51.36182,0.26299,gb,296
Brands Hatch,51.36182,0.26299,gb,296
Brands Hatch,51.36182,0.26299,gb,296
Silverstone,52.07357,-1.0219,gb,296
Northamptonshire,52.25,-0.83333,gb,296
Fife,56.25,-3.16667,gb,296
Knockhill,56.131414,-3.509247,gb,296
Paddock Hill Bend,51.36182,0.26299,gb,296
British,54.75844,-2.69531,gb,296
UK,54.75844,-2.69531,gb,296
China,35.0,105.0,cn,297
Cornell University,42.44702,-76.483,us,297
WASHINGTON,38.89511,-77.03637,us,297
China,35.0,105.0,cn,297
China,35.0,105.0,cn,297
China,35.0,105.0,cn,297
Beijing,39.9075,116.39723,cn,297
American,39.76,-98.5,us,297
Beijing,39.9075,116.39723,cn,297
Beijing,39.9075,116.39723,cn,297
American,39.76,-98.5,us,297
American,39.76,-98.5,us,297
American,39.76,-98.5,us,297
China,35.0,105.0,cn,297
China,35.0,105.0,cn,297
American,39.76,-98.5,us,297
Mumbai,19.07283,72.88261,in,299
India,22.0,79.0,in,299
India,22.0,79.0,in,299
India,22.0,79.0,in,299
India,22.0,79.0,in,299
South Africa,-29.8579,31.0292,za,301
Durban,-29.8579,31.0292,za,301
Durban,-29.8579,31.0292,za,301
DURBAN,-29.8579,31.0292,za,301
Witwatersrand University,-26.19083,28.03028,za,301
Close Up Forever Summer,14.53501,120.98202,ph,302
SM Mall of Asia,14.53501,120.98202,ph,302
New Bilibid Prison,14.38028,121.02889,ph,302
Muntinlupa,14.39028,121.0475,ph,302
Parañaque City,14.5,120.98333,ph,302
PARANAQUE,14.48156,121.01749,ph,302
Brooklyn,40.6501,-73.94958,us,304
Barclays Center,40.6813,-73.98459,us,304
New York,40.71427,-74.00597,us,304
NEW YORK,40.71427,-74.00597,us,304
Barclays Center,40.6813,-73.98459,us,304
SB Smith Electrical,52.706314,-3.03415,gb,305
Earlsheaton,53.690604,-1.620817,gb,305
Overton,53.03427,-2.78695,gb,305
Thornhill,53.66667,-1.63333,gb,305
New Road,52.706314,-3.03415,gb,305
Middlestown,53.65079,-1.59762,gb,305
Middletown,53.65079,-1.59762,gb,305
Dewsbury,53.69076,-1.62907,gb,305
Portugal,39.6945,-8.13057,pt,305
Dewsbury,53.69076,-1.62907,gb,305
Dewsbury,53.69076,-1.62907,gb,305
Blackpool,53.81667,-3.05,gb,305
Great Yarmouth,52.60831,1.73052,gb,305
South Ossett Church,53.673484,-1.570948,gb,305
Pioneer,53.69003,-1.630811,gb,305
Princes Theatre,51.791889,1.153435,gb,306
